职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
电商运营专员,5-8千,杭州·桐庐县,5年及以上,大专,杭州富利登塑胶制品有限公司,贸易/进出口,民营,500-1000人,培训考核;节日福利,运营;运营管理;电子商务;电商平台;电商平台运营;产品结构优化,销售 市场营销 营销推广
运营管理实习生（不限专业）,5-8千,武汉·江汉区,在校生/应届生,大专,武汉迦恩网络科技有限公司,批发/零售,民营,50-150人,年终奖;培训;五险一金;员工旅游;年终奖金;绩效奖金,市场运营;团队运营;运营管理;团队建设;节日礼金,
营运经理,1.2-1.6万·16薪,重庆·沙坪坝区,2年及以上,本科,重庆沙坪坝万达广场商业管理有限公司,物业管理/商业中心,民营,150-500人,五险一金;定期体检;带薪年假;包吃,协调;租费收缴;经营数据;帮扶方案,营销管理
天猫运营助理,4.5-6千,武汉·东西湖区,无需经验,本科,上海恒印影像科技有限公司,互联网/电子商务,民营,150-500人,绩效奖金;节日福利;弹性工作;员工旅游;缴纳社保,电商行业;商品链接;数据分析;师徒带教,
招商营运主管/专员,6-9千·16薪,广州·黄埔区,2年及以上,大专,广州市粤新商业管理有限公司,物业管理/商业中心,国企,10000人以上,五险一金;做五休二;定期体检;带薪年假;餐饮补贴;节日福利;通讯补贴;过节费;高温补贴,商场;街区;招商;营运,
新媒体运营岗（经信）,6-8千,杭州·西湖区,3年及以上,本科,杭州力保人力资源服务有限公司,专业服务(咨询、人力资源、财会),国企,少于50人,培训,新媒体运营;短视频;视频拍摄;内容策略;新媒体账号;制作图文;监测运营数据;文案;事业单位;大平台,
营运经理（长租公寓）,8-9千,上海·浦东新区,3年及以上,大专,柏雅酒店管理（上海）有限公司,酒店/旅游,合资,少于50人,五险一金;餐饮补贴;带薪年假;通讯补贴;交通补贴,,
招商运营经理,8千-1.2万,北京,5年及以上,大专,康保安防系统（中国）有限公司常州分公司,机械/设备/重工,民营,150-500人,培训;绩效考核,人员管理;绿化养护;激励;环境清洁;行业管理;物业行政;项管理,
万新光学 销售运营经理,5-6千,镇江,5年及以上,大专,上海依视路光学有限公司,医疗设备/器械,外资（欧美）,10000人以上,员工培训;培训,,
运营总监,1.2-1.8万,无锡·惠山区,5年及以上,本科,无锡惠山高科集团有限公司,多元化业务集团公司,国企,未知,员工培训;绩效评估,场馆运营;运营;成本控制;资源配置;预算计划;调整人力;监控运营成本,运营策略
外卖运营总监（老韩煸鸡）,2-3万,武汉·武昌区,8年及以上,大专,湖北老韩煸鸡煸道食品有限公司,餐饮业,民营,150-500人,培训,外卖;美团;第三方平台;运营指标;线上运营推广;平台运营;团购;管理体系;大平台,社群营销 线上营销
互联网大厂-综合运营管理专员（行政物业板块）,1.3-1.5万,杭州·西湖区,3年及以上,本科,石家庄深智科技有限公司,电子技术/半导体/集成电路,民营,未知,,数据分析;行政;物业;现场管理;管理系统;系统建设;系统对接;指标管理;服务优化;工单系统,
商业营运经理,1.2-1.8万·14薪,南阳·卧龙区,5年及以上,本科,南阳新城吾悦商业管理有限公司,物业管理/商业中心,民营,50-150人,五险一金,人员管理;费用收缴;风险控制;员工管理;营运管理;环境管理;品牌调整;团队建设,营销方案 营销计划
短视频运营专员,8千-1.6万,惠州·仲恺区,1年,本科,深圳市中电强能科技有限公司,计算机软件,民营,未知,国家社保,运营;广告;短视频;新闻;产品宣传;活动宣传;导演;脚本撰写;传播;用户需求,
营运助理-南沙万达,5-5.5千·15薪,广州·南沙区,无需经验,本科,广州海珠万达广场商业运营管理有限公司,物业管理/商业中心,民营,50-150人,带薪病假;带薪年假;年终奖;五险一金,员工餐厅;月休8天;办公软件;物业费收缴;cad制图;电话沟通;装修手续,
营运经理,1.5-2万·16薪,上海·杨浦区,2年,大专,上海金山万达广场商业管理有限公司,物业管理/商业中心,民营,50-150人,五险一金;年终奖金;定期体检;节日福利;专业培训;带薪年假,团建活动;包三餐;晋升快,
互联网大厂-数据运营（业务管理）,1.2-1.6万,杭州·西湖区,3年及以上,本科,石家庄深智科技有限公司,电子技术/半导体/集成电路,民营,未知,,计算机;sql;数学;统计;信息管理;数据仓库;数据可视化;数据支撑;版本迭代;内容调整,
1688运营专员/主管（包吃+五险）,4-8千·13薪,汕头·龙湖区,1年及以上,大专,广东云跨易网络科技有限公司,贸易/进出口,民营,未知,年终奖;包吃;五险;带薪病假;下午茶,管理;电商平台运营;运营;产品上架;1688;工作餐,营销活动 运营策略
海外社媒运营专员,7千-1.2万·13薪,东莞,2年及以上,本科,东华机械有限公司,机械/设备/重工,外资（非欧美）,500-1000人,五险一金;补充医疗保险;带薪年假;带薪病假;年终奖金;定期体检;通讯补贴,,
运营经理,1-1.2万,重庆,3年及以上,本科,重庆泽科商业管理有限公司,物业管理/商业中心,民营,150-500人,五险一金;绩效奖金;餐饮补贴;节日福利;带薪年假;周末双休,商业运营管理,
商业管培生（同德昆明广场 营运方向）,4-5千·13薪,昆明·盘龙区,无需经验,本科,云南悦汇商业管理有限公司,物业管理/商业中心,民营,150-500人,五险一金;员工旅游;餐饮补贴;专业培训;绩效奖金;年终奖金;定期体检,管理;装修;工商管理;促销方案,市场营销
营运总监/经理（商业）,1-1.5万,广州·番禺区,2年及以上,大专,广州市红八方置业发展有限公司,房地产,民营,150-500人,销售绩效数据;五险一金,商业运营;商户沟通;企划;商品陈列;维系客户;租金收缴;合同变更;经营动态,客户服务
招商营运经理,1.3-2万·16薪,清远·清城区,6年及以上,本科,广州市粤新商业管理有限公司,物业管理/商业中心,国企,10000人以上,培训;五险一金;餐饮补贴;过节费;高温补贴;定期体检,团队管理;现场管理;经营管理;市场调查,客户开发
营运专员,4-5千,徐州·鼓楼区,无需经验,大专,徐州银建商业管理有限公司,互联网/电子商务,民营,50-150人,餐饮补贴;五险,服务管理;楼层巡检;安全隐患;营运流程;精细化管理,
营运经理,1-2万,南京·雨花台区,3年及以上,本科,南京百盛商业管理有限公司,物业管理/商业中心,民营,50-150人,五险一金;年终奖金;定期体检;带薪年假;通讯补贴,运营管理;客户投诉;标准化管理;商业管理;免费工作餐,营销
营运经理,1-1.5万,襄阳,3-8年,本科,襄阳新城吾悦商业管理有限公司,多元化业务集团公司,民营,10000人以上,团队培训;五险一金;绩效奖金,数据分析;谈判;团队管理;运营管理;商业地产;经营分析;商业;日常运营;顾客投诉,
招商营运经理（商场）,1.4-1.7万,上海·杨浦区,5年及以上,本科,云南欢乐大世界投资控股有限公司,房地产,民营,500-1000人,培训;培训指导,节假日;管理;营运管理;证照办理;进场装修;招商计划,营销
营运经理,1.2-1.4万·16薪,合肥·瑶海区,5-7年,大专,合肥万达广场商业管理有限公司瑶海区分公司,房地产,民营,150-500人,五险一金;员工旅游;定期体检;年终奖金,购物中心;商业;收租;一日三餐,
营运经理,1-1.3万·13薪,武汉·东西湖区,3年及以上,本科,武汉东西湖万达广场商业管理有限公司,物业管理/商业中心,民营,150-500人,,办公软件;数据分析;协调;购物中心;租费收缴;维稳;经营数据;商业法律法规;帮扶方案,
招商营运经理,16-25万/年,舟山,3年及以上,本科,上海宝龙商业地产管理有限公司舟山定海分公司,物业管理/商业中心,合资,5000-10000人,,,
天猫国际运营主管（资深）,9千-1.3万,广州·越秀区,5年及以上,大专,广州健民医药连锁有限公司,批发/零售,国企,1000-5000人,周末双休,数据分析;团队管理;产品上架;价格策略;天猫国际;天猫TDI;阿里健康国际,销售 销售策略 营销计划
物业经理-复合型（招商拓展全盘运营方向）,8千-1.5万,广州·越秀区,8年及以上,大专,金朝陽地產（中國）有限公司,房地产,外资（非欧美）,150-500人,,房地产;物业管理;市场调研;招商;客户资源;安全检查;英文;粤语;物业管理费,市场营销
无锡惠山外资商超市场拓展企业团购,7千-1万·13薪,无锡·惠山区,2年及以上,大专,英德仕（北京）人力资源服务有限公司,专业服务(咨询、人力资源、财会),合资,少于50人,人员培训计划;五险一金,会员服务;商品信息;团队工作计划;零售企业;维护;市场调查;团队管理,市场推广 销售
购物中心营运经理,8千-1万,武汉·汉阳区,3年及以上,大专,武汉汉阳人信汇商业管理有限公司,物业管理/商业中心,民营,150-500人,五险一金;绩效奖金;年终奖金;专业培训;定期体检;带薪年假;双休;节假日福利,经营管理;催缴;费用收取,
营运经理,1.3-1.5万·16薪,上海·嘉定区,2年,本科,上海江桥万达广场商业管理有限公司,物业管理/商业中心,民营,50-150人,五险一金;节日福利;带薪年假,购物中心;包三餐,
重庆公司招商营运负责人,1.5-2.5万,重庆·巴南区,6年及以上,大专,北京首创城市发展集团有限公司,房地产,国企,1000-5000人,培训,团队建设;六险一金;数据分析;合同签署;招商;业态规划;目标管理,活动策划 客户关系
运营主管,6千-1万,昆明·官渡区,3年及以上,大专,昆明智汇未来教育发展有限公司,专业服务(咨询、人力资源、财会),民营,未知,培训;带薪年假;内部培训,教学;招生;运营;团队管理;运营管理;市场分析;教育行业;教学质量;处理客户投诉,
营运主管(老镇),6-7千,上海·宝山区,3-4年,大专,大华集团商业管理中心,房地产,民营,150-500人,五险一金,做一休一;工作餐,
综合运营岗-物流营运方向,7千-1.1万·13薪,中山·火炬开发区,3年及以上,本科,广东美味鲜调味食品有限公司,快速消费品(食品、饮料、化妆品),民营,1000-5000人,培训,数据分析;sop;ppt;快消品行业;营运;管理报表;bi;效率提升;供应链管理;营运体系,
营运主管,8-9千·14薪,上海·金山区,无需经验,本科,上海金山万达广场商业管理有限公司,物业管理/商业中心,民营,50-150人,,团队管理;运营计划;租费收缴;监控运营数据;运营效率;楼层运营管理,公司战略规划
综合运营岗-物流营运方向,7千-1.1万·13薪,中山·火炬开发区,3年及以上,本科,广东美味鲜调味食品有限公司,快速消费品(食品、饮料、化妆品),民营,1000-5000人,培训,数据分析;sop;ppt;快消品行业;营运;管理报表;bi;效率提升;供应链管理;营运体系,
营运主管,8-9千·14薪,上海·金山区,无需经验,本科,上海金山万达广场商业管理有限公司,物业管理/商业中心,民营,50-150人,,团队管理;运营计划;租费收缴;监控运营数据;运营效率;楼层运营管理,公司战略规划
海外营运专员/管培生,8千-1.5万,上海·青浦区,无需经验,本科,上海奥索斯自动化科技有限公司,交通/运输/物流,民营,50-150人,五险一金;专业培训;出国机会;绩效奖金;定期体检,项目实施管理;商务;项目营运;管培生;机械行业;物流分拣设备,
营运主管/专员,5-8千·14薪,嘉兴·桐乡市,1年及以上,本科,新城控股集团股份有限公司,房地产,已上市,10000人以上,五险一金,现场管理;费用收缴;商户管理;市场变化;商铺进场;营业额统计;市场调研;商圈调研,销售计划 销售管理
HRSSC（人资营运专员）,6-8千·13薪,温州·龙湾区,无需经验,本科,浙江辛子精工机械有限公司,机械/设备/重工,民营,10000人以上,五险一金;年终奖金;专业培训;绩效奖金;定期体检;带薪年假;员工旅游;餐饮补贴;通讯补贴;交通补贴;生日补贴,,
运营主管,8千-1.2万,佛山·顺德区,3年及以上,大专,佛山市正娴商业管理有限公司,物业管理/商业中心,民营,50-150人,绩效奖金;五险,运营部门管理,
商业运营主管,6-8千,重庆,2-5年,大专,重庆泽科商业管理有限公司,物业管理/商业中心,民营,150-500人,培训;五险一金;绩效奖金,管理;人员管理;费用收缴;处理突发事件;监督;员工守则;橱窗陈列,市场营销 市场推广
商场营运,8千-1.4万,杭州·拱墅区,1-2年,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,专业培训;弹性工作;培训,保险;旅游;持续发展;预算;现场管理;运营管理;合同管理;装修;维护;催收;服务,
市场招商总监（园区招商运营）,15-20万/年,佛山·禅城区,6年及以上,大专,广东易运物流基地有限公司,物业管理/商业中心,民营,50-150人,绩效奖金;节日福利;专业培训;员工旅游;提成;培训;购买社保;五险;有餐补;出差补贴,底薪;招商运营,
营运金鹰（苏州/昆山金鹰）,1.5-2万,苏州·高新区,5年及以上,大专,苏州高新金鹰商业广场有限公司,批发/零售,已上市,500-1000人,五险一金;绩效奖金,管理;运营管理;招商;经济;品牌调整;招商谈判;团队打造;规划调整,营销 销售计划
招商运营总监/副总（拉萨项目）,1.5-2.5万,成都·成华区,5年及以上,大专,巴中王府井购物中心管理有限公司,物业管理/商业中心,民营,1000-5000人,五险一金;年终奖金;带薪年假;节日福利;培训;节假日福利,管理;office;招商;洽谈,
南京金茂览秀城-营运高级主管,6-8千·16薪,南京·鼓楼区,2年及以上,本科,金茂商业房地产（上海）有限公司,房地产,国企,150-500人,五险一金;年终奖金;带薪年假;餐饮补贴;节日福利;通讯补贴;交通补贴;补充医疗保险,运营;装修;营运,销售指标
多种经营运营主管,1-1.5万·13薪,上海·徐汇区,3年及以上,本科,保利城市建设服务有限公司,物业管理/商业中心,国企,1000-5000人,五险一金;带薪年假,工商管理;pmp;cma;tableau;bi;合同条款;税收优惠;财税法规;旅游,市场营销 联合营销
工业园区招商运营经理,6千-1万,西安·雁塔区,5年及以上,本科,陕西华银电力实业集团有限公司,建筑/建材/工程,民营,50-150人,员工培训;培训;五险;年终奖金;绩效奖金;有餐补;交通补贴;通讯补贴,团队建设;定期团建;数据分析,
招商运营助理（重庆）,5-8千,重庆·渝中区,2年及以上,大专,安徽拓佳投资集团有限公司,物业管理/商业中心,民营,500-1000人,,客户档案;客户拜访;关系维护;客户资源;招商谈判;招商方案;商户入驻;联系目标客户,
生产运营部主管,5-7千,南宁·江南区,1-3年,本科,中国燃气控股有限公司,新能源,合资,500-1000人,培训;五险一金;年终奖金,机械;生产计划;人员管理;安全管理;运营管理;化工;维护保养;工艺流程,客户服务
项目运营（连锁店运营管理）,8千-1.5万,重庆,3年及以上,本科,千叶眼镜连锁股份公司,批发/零售,外资（非欧美）,500-1000人,培训;五险一金;定期体检,办公软件;数据分析;sop;运营;项目管理;库存管理;设备维护;设备采购;客户投诉处理,
招商营运部经理,1.2-1.5万·13薪,杭州·余杭区,5年及以上,大专,上海宝龙商业地产管理有限公司杭州余杭分公司,物业管理/商业中心,民营,50-150人,培训;消防安全培训,市场调研;处理客诉;年度预算;经营分析;招商运营;经济管理;商业,
会员运营,7千-1万,宁波·海曙区,5年及以上,大专,宁波奇易加商贸有限公司,批发/零售,民营,150-500人,年终奖金,excel;客户分析;策划案;社群活动;行为分析;客户体验;会员管理体系;流量数据分析;crm营销,客户关系
拼多多运营主管/经理（bass福州）,1-2万,广州·白云区,3年及以上,大专,福建植护网络科技有限公司,互联网/电子商务,民营,1000-5000人,五险一金,运营;项目管理;推广;店铺运营;电商平台;产品运营;付费推广;运营数据分析;电商平台运营;推广策划,
招商运营助理（重庆）,5-8千,重庆·渝中区,2年及以上,大专,安徽拓佳投资集团有限公司,物业管理/商业中心,民营,500-1000人,,客户档案;客户拜访;关系维护;客户资源;招商谈判;招商方案;商户入驻;联系目标客户,
招商营运部经理,1.2-1.5万·13薪,杭州·余杭区,5年及以上,大专,上海宝龙商业地产管理有限公司杭州余杭分公司,物业管理/商业中心,民营,50-150人,培训;消防安全培训,市场调研;处理客诉;年度预算;经营分析;招商运营;经济管理;商业,
运营管理岗,15-20万/年,武汉·东湖新技术产业开发区,3年及以上,本科,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),外资（非欧美）,5000-10000人,五险一金;绩效奖金,运营;年度预算;经营目标;生产经营计划;年度经营目标;经营目标计划;矿山运营;国有企业,
总部党群综合部文旅项目运营专业经理,1-2万,呼和浩特·土默特左旗,5年及以上,本科,内蒙古伊利实业集团股份有限公司,快速消费品(食品、饮料、化妆品),已上市,10000人以上,五险一金,企业管理;客诉处理;广告学;新闻传播;年度规划;舆情监控,市场营销 营销策略 营销活动策划 营销活动方案
腐乳运营发展经理,1.3-2.2万,杭州,3年及以上,大专,祖名豆制品股份有限公司,快速消费品(食品、饮料、化妆品),民营,1000-5000人,,项目规划;产销协调,
运营专员,7千-1万,广州·番禺区,2年及以上,本科,广州芳禾数据有限公司,计算机软件,民营,50-150人,,,
京东品类运营,1.4-1.8万·13薪,深圳,3年及以上,本科,深圳市红瑞生物科技有限公司,农/林/牧/渔,民营,150-500人,员工旅游;年终奖金,数据分析;运营;竞品分析;用户运营;爆款打造;详情页优化;京东数坊;产品视觉,精细化运营
餐饮营运经理,8千-1.2万,广州·番禺区,5年及以上,大专,广东同熙实业发展有限公司,房地产,民营,50-150人,人员培训;专业培训;节日福利,成本控制;人员招聘;入职;调研;离职;员工招聘;人才培养,营销 销售报表
会员运营,6千-1万,武汉·江汉区,3年及以上,大专,武汉朝曦商贸有限公司,服装/纺织/皮革,民营,150-500人,社保;餐饮补贴;专业培训;绩效奖金;年终奖金,活动方案;会员运营;会员数据分析;数据处理,
建材市场运营专员,3.8-4千,成都·青白江区,无需经验,,成都佳飞投资有限公司,物业管理/商业中心,民营,150-500人,,,
商业营运主管/经理,1-1.4万,深圳·龙华区,3年及以上,本科,深圳市星河商置集团有限公司,房地产,民营,1000-5000人,五险一金,购物中心;商业地产;营运管理;零售;租金收缴;人货场管理;购物中心营运;突发事件处理;现场管理,多经管理
南京区域运营,8-9千·13薪,南京,5年及以上,大专,上海悦鲲环保科技有限公司,计算机软件,民营,1000-5000人,五险一金;绩效奖金;节日福利;年终奖金;带薪年假;弹性工作,司机管理;站点管理,
餐饮营运经理,2.3-2.8万·13薪,上海·长宁区,10年及以上,大专,乔山健康科技（上海）有限公司,机械/设备/重工,外资（非欧美）,1000-5000人,五险一金;年终奖金;带薪年假;节日福利;做五休二,营运;连锁餐饮管理;运营体系,
服装零售加盟营运专员,6-8千,合肥·蜀山区,5年及以上,大专,安徽泰合林商贸有限公司,贸易/进出口,民营,未知,五险一金;绩效奖金;带薪年假;通讯补贴;交通补贴,,
运营专员,4-8千,南京,1年及以上,本科,南京冰素生物科技有限公司,外包服务,创业公司,少于50人,,,
客服运营经理,1.3-2.5万,武汉,5年及以上,本科,武汉圣凯亚包装材料有限公司,印刷/包装/造纸,民营,未知,五险一金;绩效奖金;年终奖金;餐饮补贴;免费班车,数据分析;汽车行业;运营管理;客服管理;能力培养;客服中心,
KA商超推广/运营经理,1-1.5万,佛山,3年及以上,本科,武汉自然萃食品科技有限公司,互联网/电子商务,民营,50-150人,培训;五险一金;员工旅游;专业培训;定期体检;项目奖金;下午茶;周末双休;带薪年假,***祝福,
平台运营专员,8千-1万,上海,1年及以上,大专,史泰博（上海）有限公司,办公用品及设备,民营,500-1000人,培训,办公软件;数据分析;office;电子商务;报表;淘宝;店铺运营;京东,销售
电商运营主管--常温营销中心XLS01,12-15万/年,上海,2年及以上,本科,光明乳业股份有限公司,快速消费品(食品、饮料、化妆品),国企,10000人以上,五险一金;年终奖金,数据分析;运营;团队管理;统计;宣传推广;过程管控;京东运营;活动资源;京东平台规则,营销
区域运营经理（门店督导）,7-8千,昆明·五华区,3年及以上,本科,云南天明医疗投资有限公司,医疗/护理/卫生,民营,150-500人,交通补贴;通讯补贴;专业培训;绩效奖金;培训,办公软件;数据分析;团队管理;运营管理;报表;陈列;医疗;数据,
管培生(招商、营运、市场),8千-1万·15薪,上海·杨浦区,无需经验,本科,上海金山万达广场商业管理有限公司,物业管理/商业中心,民营,50-150人,,招商;工商管理;营运;品牌影响力;市场;招商策略制定,市场营销 市场活动策划 跨部门协作
电商运营经理,8千-1.6万,太仓,3年及以上,本科,上海江怀环保设备有限公司,贸易/进出口,民营,少于50人,五险一金;带薪年假;员工旅游,数据分析;英语;运营管理;电商平台;订单处理;跨境电商运营,客户服务 营销方案
餐饮营运经理,2.3-2.8万·13薪,上海·长宁区,10年及以上,大专,乔山健康科技（上海）有限公司,机械/设备/重工,外资（非欧美）,1000-5000人,五险一金;年终奖金;带薪年假;节日福利;做五休二,营运;连锁餐饮管理;运营体系,
运营支持经理,2-3.5万·15薪,深圳·宝安区,3-5年,本科,深圳市卓越物业管理有限责任公司,物业管理/商业中心,民营,5000-10000人,技能培训;五险一金;员工旅游;年终奖金;定期体检;带薪年假;培训,试用期全额;团队建设,
KA商超推广/运营经理,1-1.5万,佛山,3年及以上,本科,武汉自然萃食品科技有限公司,互联网/电子商务,民营,50-150人,培训;五险一金;员工旅游;专业培训;定期体检;项目奖金;下午茶;周末双休;带薪年假,***祝福,
营运岗-遂宁,7-9千,遂宁,1-3年,本科,重庆华润置地发展有限公司,房地产,国企,150-500人,五险一金,管理;现场管理;经营管理;活动方案;库房管理;业绩管理;促销活动管理;巡场管理;市场调研;经营秩序管理,
平台运营专员,8千-1万,上海,1年及以上,大专,史泰博（上海）有限公司,办公用品及设备,民营,500-1000人,培训,办公软件;数据分析;office;电子商务;报表;淘宝;店铺运营;京东,销售
高潜-招商营运高级经理,1.5-2.5万,上海·闵行区,5年及以上,本科,上海镌新企业管理有限公司,物业管理/商业中心,已上市,500-1000人,五险一金;做五休二;年终奖金;带薪年假;餐饮补贴;节假日福利;培训,,
招商营运经理,8千-1.3万·15薪,南京·玄武区,3-4年,大专,江苏观海商业管理有限公司,物业管理/商业中心,民营,150-500人,节日福利;带薪年假;餐饮补贴;五险一金,招商;商场招商;商场营运;品牌引进;招商营运管理,
次元业务-IP快闪运营执行高级经理/经理,1-1.5万,上海·黄浦区,2年及以上,本科,上海百联百货经营有限公司,批发/零售,国企,150-500人,培训;绩效奖金;定期体检;带薪年假;节日福利,测试;sop;采购;验收;盘点;供应商管理;补货,销售
营运专员,7千-1万·13薪,长沙·岳麓区,3年及以上,本科,中联重科股份有限公司,机械/设备/重工,已上市,10000人以上,,办公软件;管理;数据分析;机械;excel;数据报表;营运管理;组织机构;归口管理;考核,
电商运营主管--常温营销中心XLS01,12-15万/年,上海,2年及以上,本科,光明乳业股份有限公司,快速消费品(食品、饮料、化妆品),国企,10000人以上,五险一金;年终奖金,数据分析;运营;团队管理;统计;宣传推广;过程管控;京东运营;活动资源;京东平台规则,营销
首席运营官,2-4万,广州·黄埔区,10年及以上,本科,科或（上海）电子有限公司,电子技术/半导体/集成电路,民营,50-150人,五险一金;免费班车;绩效奖金;员工旅游;专业培训;弹性工作;零食下午茶;出差补贴;通讯补贴,定期团建,
营运副经理（购物中心）,1.2-1.5万,广州·荔湾区,5年及以上,本科,深圳市星河商置集团有限公司,房地产,民营,1000-5000人,五险一金;绩效奖金;年终奖金;专业培训;带薪年假;高温补贴,购物中心;商户管理;租金催缴;商场营运管理;商业地产,
山东大区销售运营经理,8千-1.6万,青岛,3年及以上,大专,宁波赢商贸易有限公司,服装/纺织/皮革,民营,150-500人,五险一金;绩效奖金;年终奖金;专业培训;带薪年假;交通补贴;通讯补贴,全勤奖,
抖音直播运营总监,1-1.5万,武汉·蔡甸区,5年及以上,大专,湖北华中美谷企业运营管理有限公司,公关/市场推广/会展,民营,50-150人,五险一金;绩效奖金,数据分析;运营;抖音;直播;数据;抖音直播;品牌曝光;直播行业;运营决策;用户互动,
电商运营总监,3-5万,北京·朝阳区,5年及以上,大专,妙飞江苏食品科技有限公司,快速消费品(食品、饮料、化妆品),民营,50-150人,培训,运营;项目管理;团队管理;互联网;淘宝;京东;用户运营;网络推广;活动运营;平台运营,
物流与快递运营主管,8千-1.5万,东莞,5年及以上,大专,深圳云创文化科技有限公司,互联网/电子商务,民营,150-500人,,管理;谈判;物流;补货;快递;成本优化;供应商考核;安抚客户;物流报价;印刷品,
亚马逊运营经理/主管,2-3万·14薪,广州·天河区,5年及以上,本科,广州凯乐石运动科技有限公司,服装/纺织/皮革,民营,1000-5000人,,,
新媒体运营主管,1-2万,广州,2年及以上,大专,广州科讯信息服务有限公司,制药/生物工程,民营,少于50人,,数据分析;团队管理;教育行业;抖音;新媒体运营;运营推广;运营数据分析;业务洞察;管理团队成员;大小周,数据驱动
社区运营官（提供单间住宿）,5千-1万,杭州·拱墅区,无需经验,大专,金地商置集团有限公司,计算机服务(系统、数据服务、维修),民营,少于50人,五险一金;节日福利,安全管理;合同签订;设备维护;报修;访客接待;社群活动;入住办理,销售 营销 客户服务
营运主管,7-9千·13薪,广州,2年及以上,大专,广州市嘉裕太阳城物业管理有限公司,物业管理/商业中心,民营,150-500人,五险一金;绩效奖金,物业管理;统计分析;费用收缴;催缴;管控;活动洽谈;日常营运;经营指导;商场管理,客户服务
营运主管（购物中心）,8千-1.2万,广州·荔湾区,1年及以上,本科,深圳市星河商置集团有限公司,房地产,民营,1000-5000人,五险一金;绩效奖金;年终奖金;专业培训;定期体检;带薪年假,购物中心;商户管理;租金催缴;商场营运管理;商业地产,
内贸业务员/电商运营/业务销售,6千-1万,广州·南沙区,3年及以上,本科,深圳市纬博电子科技有限公司,批发/零售,民营,少于50人,专业培训;五险一金;周末双休;做五休二,运营;运营管理;电子商务;商品管理;订单处理;运行维护,市场营销
亚马逊运营,1-1.8万,深圳·罗湖区,3年及以上,大专,深圳市纽尔科技有限公司,互联网/电子商务,民营,150-500人,五险一金,数据分析;英语四级;推广计划;产品优化;库存周转率;优化产品;控制产品风险;推广节奏;广告打法,运营策略
招商营运经理/主管2人,6-9千,武汉·东湖新技术产业开发区,3年及以上,大专,武汉亚蓝道商业管理有限公司,物业管理/商业中心,民营,150-500人,双休;招商提成,底薪;招商;发展新客户;签订合同;招商谈判;拓展招商渠道;招商营运,
亚马逊运营,8千-1万,深圳·宝安区,2年及以上,大专,深圳万利科技有限公司,印刷/包装/造纸,民营,500-1000人,五险,,
自媒体运营,5千-1万,深圳·龙岗区,1-3年,大专,欧菲斯曼家居科技（深圳）有限公司,家居/室内设计/装潢,民营,少于50人,五险;绩效奖金;零食下午茶;有餐补,,
营运主管,8千-1.5万·13薪,苏州·姑苏区,3年及以上,本科,美罗商城,物业管理/商业中心,民营,1000-5000人,五险一金;绩效奖金;年终奖金;定期体检;带薪年假;节日福利;交通补贴;高温补贴;包吃,楼层管理;全勤奖,
新媒体运营,3-5千,宿州·埇桥区,2年及以上,大专,巨量增长科技（大理）有限公司,电子技术/半导体/集成电路,民营,未知,,,
婴幼儿营养品河南营销总部郑州区域会员运营专员,8千-1万,商丘·永城市,2年及以上,大专,内蒙古伊利实业集团股份有限公司,快速消费品(食品、饮料、化妆品),已上市,10000人以上,培训;年终奖;节日福利,招聘;人员招聘;费用管控;活动规划;工作管理;入离职,市场营销 品牌推广 会员营销
商场营运主管,6千-1万,上海·长宁区,2年,大专,互晖商贸（上海）有限公司,物业管理/商业中心,合资,少于50人,弹性工作;五险一金;绩效奖金,商场运营;物业;招商;企划;物业管理,
天猫国际运营,1.2-1.6万·13薪,深圳,3年及以上,本科,深圳市红瑞生物科技有限公司,农/林/牧/渔,民营,150-500人,员工旅游;年终奖金;周末双休,运营;谈判;快消品;财务预算;电商行业;护肤;数据支持;seo;页面优化,运营策略
新媒体流量运营专家,1.5-3万,武汉·江汉区,3年及以上,本科,梧桐树保险经纪有限公司,金融/投资/证券,民营,500-1000人,,内容生态;用户交流;效果监控;算法逻辑;小红书;内容引流,
跨境电商运营/亚马逊,8千-1万,合肥·北城新区,3年及以上,本科,安徽匠玺商贸有限公司,贸易/进出口,民营,未知,,运营;推广;运营管理;订单处理;产品上架;亚马逊平台;分析市场数据;店铺转化率;跨境电商行业,客户服务
新媒体运营,4-6千,大理,1年及以上,大专,江西鲲太灌溉系统有限公司,电子技术/半导体/集成电路,民营,未知,专业培训;绩效奖金;提成,加班费,
1688运营,6千-1万,广州·白云区,2-3年,大专,广州市百爱神生物科技有限公司,制药/生物工程,民营,150-500人,绩效奖金,数据分析;推广;护肤品;店铺整体运营;监控平台数据;打造爆款;1688运营;化妆品行业;询盘,活动策划
项目营运主管/专员（金牛招商花园城项目）,6-8千,成都·金牛区,3-5年,大专,成都市中航地产发展有限公司,物业管理/商业中心,国企,50-150人,五险一金;绩效奖金,管理;数据分析;商业地产;法律法规;营运;营运管理;管理流程;商业管理;数据洞察,销售
